Title,Body,Vendor,Product Category,Type,Tags,Published,Size,Variant SKU,Variant Inventory Tracker,Variant Price,Image Src,Cost per item,, 
"Upright Folding Magnetic Semi Recumbent  Bike, Comfort XL w/ High Weight Capacity and Pulse Rate","2721, addfeatures:pulse monitor, bike-resistance-magnetic, bis-hidden, bis-paused, comf:bottle holder:yes, comf:inseam adjustment:Min 25 in/Max 30 in, comf:pedal type:self leveling, comf:seat adjustment:up/down & forward/back, comf:seat dimensions:10.5L X 14W X 2.5H in, comf:seat type:ergonomic, comf:transportation wheels:yes, conv:folded product dimensions:12.5L X 21.5W X 57H in, conv:product dimensions:24-32L X 21.5W X 41.5-49H in, conv:product weight:38.5 lb, conv:ship dimensions:46.5L x 17.5W x 10.25H in, conv:ship weight:46 lb, conv:warranty:3 year structural frame+180 days other parts and components, DISCO-OOS, engr:drive mechanism:belt drive, engr:max user weight:300 lb, Exercise Bikes, Exercise Machine US, Google Shopping, inseam min:23.5 in - 25 in, max user weight range:300 lb - 349 lb, None_financing, over-10, price:$200 to $400, rec-excl, SF-B2721, tech:device holder:yes, tech:digital monitor:Calorie+Distance+Odometer+Pulse+Speed+Time, tech:pulse sensor:yes, tech:resistance levels:10",,,,,TRUE,,"#upright-folding-magnetic-semi-recumbent--bike,-comfort-xl-w/-high-weight-capacity-and-pulse-rate",shopify,27998,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-folding-magnetic-semi-recumbent-upright-bike-comfort-XL-high-weight-capacity-pulse-rate-SF-B2721-01_600x.jpg?v=1595981391,,,
Sprinter Indoor Cycling Bike,"addfeatures:built-in monitor, addfeatures:clip-in pedals, bis-hidden, bis-paused, built-in-monitor, comf:bottle holder:yes, comf:dumbbell holder:yes, comf:handlebar adjustment:up/down & forward/back, comf:inseam adjustment:Min 28 in/Max 38 in, comf:pedal type:clip-in/caged, comf:seat adjustment:up/down & forward/back, comf:seat dimensions: 10.5L x 6.5W x 2.5H in, comf:seat to handlebar distance:Min 17 in/Max 23 in, comf:transportation wheels:yes, conv:product dimensions:58.5L x 22W x 53.5H in, conv:product weight:105 lb, conv:ship dimensions:46L x 11W x 34.5H in, conv:ship weight:139 lb, conv:warranty:5 year structural frame+180 days other parts and components, DISCO-OOS, engr:drive mechanism:belt drive, engr:emergency stop brake:yes, engr:floor stabilizers:yes, engr:max user weight:350 lb, engr:q-factor:172mm, engr:tension system:magnetic, flywheel weight range:30 lb – 39 lb, inseam min:27.5 in - 29 in, max user weight range:350 lb - 399 lb, price:$800 to $1000, rec-excl, tech:device holder:yes, tech:digital monitor:Calories+Distance+Pulse+RPM+Speed+Time+Scan, tech:flywheel weight:37 lb, tech:pulse sensor:yes, tech:resistance levels:micro-adjustable",,,,,TRUE,,#sprinter-indoor-cycling-bike,shopify,95998,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-sprinter-commercial-indoor-cycling-trainer-6100-01_600x.jpg?v=1594103251,,,
Chain Drive Indoor Cycling Exercise Bike w/ LCD Monitor Display,"1423, 1423C, bike-resistance-felt-pad, bis-hidden, bis-paused, comf:bottle holder:yes, comf:handlebar adjustment:up/down, comf:inseam adjustment:Min 27 in/Max 36 in, comf:pedal type:caged, comf:seat adjustment:up/down & forward/back, comf:seat dimensions:11L x 9.5W x 2.5H in, comf:seat to handlebar distance:Min 18 in/Max 23 in, comf:transportation wheels:yes, conv:product dimensions:47L x 20W x 44H in, conv:product weight:94 lb, conv:ship dimensions:41L x 10W x 35H in, conv:ship weight:106 lb, conv:warranty:1 year structural frame+180 days other parts and components, DISCO-OOS, engr:drive mechanism:chain drive, engr:emergency stop brake:yes, engr:floor stabilizers:yes, engr:max user weight:265 lb, engr:q-factor:216mm, engr:tension system:felt pad, Exercise Bikes, Exercise Machine US, flywheel weight range:40 lb +, Google Shopping, inseam max:34.5 in - 36 in, inseam min:25.5 in - 27 in, max user weight range:250 lb - 299 lb, None_financing, over-10, price:$200 to $400, rec-excl, SF-B1423C, tech:device holder:yes, tech:digital monitor:Calories+Distance+Speed+Time+Scan, tech:flywheel weight:40 lb, tech:resistance levels:micro-adjustable",,,,,TRUE,,#chain-drive-indoor-cycling-exercise-bike-w/-lcd-monitor-display,shopify,39999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-chain-drive-indoor-cycling-bike-SF-B1423C-01_600x.jpg?v=1608773627,,,
Chain Drive Exercise Bike - Stationary Indoor Cycling Trainer,"1002, 1002C, bike-resistance-leather-pad, bis-hidden, bis-paused, comf:bottle holder:yes, comf:handlebar adjustment:up/down, comf:inseam adjustment:Min 29 in/Max 41 in, comf:pedal type:caged, comf:seat adjustment:up/down & forward/back, comf:seat dimensions:10L x 7W x 2.5H in, comf:seat to handlebar distance:Min 17.5 in/Max 22 in, comf:transportation wheels:yes, conv:product dimensions:49.5L x 18W x 44H in, conv:product weight:109 lb, conv:ship dimensions:40.6L x 9.7W x 34.7H in, conv:ship weight:122 lb, conv:warranty:1 year structural frame+180 days other parts and components, DISCO-OOS, engr:drive mechanism:chain drive, engr:emergency stop brake:yes, engr:floor stabilizers:yes, engr:max user weight:275 lb, engr:q-factor:190mm, engr:tension system:leather pad, Exercise Bikes, Exercise Machine US, Financing, financing-eligible, flywheel weight range:40 lb +, Google Shopping, inseam max:40.5 in - 42 in, inseam min:27.5 in - 29 in, max user weight range:250 lb - 299 lb, over-10, price:$400 to $600, rec-excl, SF-B1002C, tech:flywheel weight:49 lb, tech:resistance levels:micro-adjustable",,,,,TRUE,,#chain-drive-exercise-bike---stationary-indoor-cycling-trainer,shopify,49998,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-chain-drive-indoor-cycling-trainer-SF-B1002C-01_600x.jpg?v=1629305058,,,
"Magnetic Elliptical Machine w/ Device Holder, LCD Monitor and Heart Rate Monitoring - Endurance Zone","addfeatures:pulse monitor, cardio, comf:pedal type:non-slip, comf:transportation wheels:yes, conv:product dimensions:43L x 24W x 62.5H in, conv:product weight:81.42 lb, conv:ship dimensions:43.7L X 14.57W X 21.65H In, conv:ship weight:93.04 lb, conv:warranty:3 year structural frame+180 days other parts and components, cross-sell:cadence-offer, Elliptical, engr:floor stabilizers:yes, engr:max user weight:285 lb, engr:stride length:13.5 in, engr:tension system:magnetic, Exercise Machine US, features-pulse-monitor, Google Shopping, LI-EOL, magnetic, max user weight range:250 lb - 299 lb, None_financing, over-10, PLP-elliptical, PLP-elliptical-bikes, price:$200 to $400, stride length range:12 in – 15.75 in, tech:device holder:yes, tech:digital monitor:Calendar+Calories+Clock+Distance+Pulse+RPM+Speed+Temperature+Time+Scan, tech:pulse sensor:yes, tech:resistance levels:8, TraditionalElliptical",,,,,TRUE,,"#magnetic-elliptical-machine-w/-device-holder,-lcd-monitor-and-heart-rate-monitoring---endurance-zone",shopify,47900,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-ellipticals-magnetic-elliptical-machine-tablet-holder-LCD-monitor-heart-rate-monitoring-enderance-zone-SF-E3804-01_600x.jpg?v=1590773321,,,
Red Chain Drive Indoor Cycling Exercise Bike Trainer,"1001, bike-resistance-felt-pad, bis-hidden, bis-paused, comf:bottle holder:yes, comf:handlebar adjustment:up/down, comf:inseam adjustment:Min 26.5 in/Max 39.5 in, comf:pedal type:caged, comf:seat adjustment:up/down & forward/back, comf:seat dimensions:10L x 8.5W x 3H in, comf:seat to handlebar distance:Min 15.5 in/Max 21 in, comf:transportation wheels:yes, conv:product dimensions:43L x 18W x 44.75H in, conv:product weight:78 lb, conv:ship dimensions:42L x 9W x 31.5H in, conv:ship weight:84 lb, conv:warranty:1 year structural frame+180 days other parts and components, DISCO-OOS, engr:drive mechanism:chain drive, engr:emergency stop brake:yes, engr:floor stabilizers:yes, engr:max user weight:220 lb, engr:q-factor:190mm, engr:tension system:felt pad, Exercise Bikes, Exercise Machine US, flywheel weight range:30 lb – 39 lb, Google Shopping, inseam max:38.5 in - 40 in, inseam min:25.5 in - 27 in, None_financing, over-10, price:$200 to $400, rec-excl, SF-B1001, tech:flywheel weight:30 lb, tech:resistance levels:micro-adjustable",,,,,TRUE,,#red-chain-drive-indoor-cycling-exercise-bike-trainer,shopify,39999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-chain-drive-indoor-cycling-trainer-SF-B1001-01_600x.jpg?v=1583433878,,,
Magnetic Elliptical Trainer Fitness Machine,"3607, addfeatures:pulse monitor, bis-hidden, bis-paused, cardio, comf:pedal type:non-slip, comf:transportation wheels:yes, conv:product dimensions:39L x 23.5W x 63H in, conv:product weight:71.5 lb, conv:ship dimensions:42L x 14.6W x 22H In, conv:ship weight:82.8 lb, conv:warranty:3 year structural frame+180 days other parts and components, DISCO-OOS, Elliptical, engr:floor stabilizers:yes, engr:max user weight:220 lb, engr:stride length:12 in, Exercise Machine US, Financing, financing-eligible, Google Shopping, magnetic, max user weight range:200 lb - 249 lb, over-10, price:$200 to $400, rec-excl, SF-E3607, stride length range:12 in – 15.75 in, tech:device holder:yes, tech:digital monitor:Calories+Distance+Pulse+Speed+Odometer+Time+Scan, tech:pulse sensor:yes, tech:resistance levels:8, TraditionalElliptical",,,,,TRUE,,#magnetic-elliptical-trainer-fitness-machine,shopify,29998,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-ellipticals-magnetic-elliptical-bike-elliptical-machine-device-holder-LCD-monitor-hear-rate-SF-E3607-01_600x.jpg?v=1629306187,,,
"Magnetic Folding Recumbent Bike Exercise Bike, 220lb Capacity","1117, bis-hidden, bis-paused, Collection_Pink, comf:inseam adjustment:Min 31 in/Max 33 in, comf:pedal type:self leveling w/ adjustable strap, comf:seat adjustment:up/down, comf:seat dimensions:10.5L x 9.5W x 2.5H in, comf:seat type:ergonomic, comf:transportation wheels:yes, conv:product dimensions:32L x 18.5W x 46H in, conv:product weight:37 lb, conv:ship dimensions:44.25L x 7.5W x 15.25H in, conv:ship weight:40.1 lb, conv:warranty:3 year structural frame+180 days other parts and components, DISCO-OOS, engr:max user weight:220 lb, Exercise Bikes, Exercise Machine US, Google Shopping, max user weight range:200 lb - 249 lb, None_financing, over-10, price:$200 to $400, rec-excl, SF-RB1117, tech:digital monitor:Calorie+Distance+Speed+Time+Scan, tech:resistance levels:8",,,,,TRUE,,"#magnetic-folding-recumbent-bike-exercise-bike,-220lb-capacity",shopify,28800,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-magnetic-folding-recumbent-bike-exercise-bike-220lb-capacity-SF-RB1117-01_600x.jpg?v=1585331369,,,
Pink Adjustable Twist Stepper Step Machine w/ LCD Monitor,"8000, bis-hidden, bis-paused, Collection_Pink, comf:adjustable step height:yes, comf:pedal type:non-slip, conv:product dimensions:16L x 15W x 13H in, conv:product weight:15 lb, conv:ship dimensions:16.5L x 8.5W x 19H in, conv:ship weight:19 lb, conv:warranty:1 year structural frame+180 days other parts and components, DISCO-OOS, engr:max user weight:220 lb, engr:tension system:hydraulic, Exercise Machine US, Google Shopping, max user weight range:200 lb - 249 lb, max user weight:200 lb - 224 lb, None_financing, over-10, P8000, price:Under $200, rec-excl, Stepper, tech:digital monitor:Calorie+Count+Reps/Min+Time+Scan, under-200",,,,,TRUE,,#pink-adjustable-twist-stepper-step-machine-w/-lcd-monitor,shopify,6998,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-steppers-pink-adjustable-twist-stepper-machine-LCD-monitor-P8000-01_600x.jpg?v=1585351793,,,
Magnetic Belt Drive Commercial Cycling Trainer Exercise Bike,"addfeatures:clip-in pedals, bike-resistance-magnetic, bis-hidden, bis-paused, comf:bottle holder:yes, comf:handlebar adjustment:up/down, comf:inseam adjustment:Min 30 in/Max 39 in, comf:pedal type:clip-in/caged, comf:seat adjustment:up/down & forward/back, comf:seat dimensions:10.5L x 6W x 2.5H in, comf:seat to handlebar distance:Min 12.5 in/Max 24 in, comf:transportation wheels:yes, conv:product dimensions:46L x 20W x 46.5H in, conv:product weight:101 lb, conv:ship dimensions:44L x 11W x 37H in, conv:ship weight:120 lb, conv:warranty:5 year structural frame+180 days other parts and components, DISCO-OOS, engr:drive mechanism:belt drive, engr:emergency stop brake:yes, engr:floor stabilizers:yes, engr:max user weight:300 lb, engr:q-factor:165mm, engr:tension system:magnetic, flywheel weight range:30 lb – 39 lb, max user weight range:300 lb - 349 lb, None_financing, rec-excl, tech:flywheel weight:37.5 lb, tech:resistance levels:micro-adjustable",,,,,TRUE,,#magnetic-belt-drive-commercial-cycling-trainer-exercise-bike,shopify,152999,https://sunnyhealthfitness.com/cdn/shop/products/5100_Profile_600x.jpg?v=1600102334,,,
Twisting Stair Stepper Step Machine w/ Resistance Bands and LCD Monitor,"bis-hidden, bis-paused, comf:adjustable step height:yes, comf:pedal type:non-slip, comf:resistance bands:yes, conv:product dimensions:16L x 15W x 13H in, conv:product weight:15 lb, conv:ship dimensions:16.5L x 8.6W x 18.9H in, conv:ship weight:18.9 lb, conv:warranty:1 year structural frame+180 days other parts and components, DISCO-OOS, engr:max user weight:220 lb, engr:tension system:hydraulic, Exercise Machine US, Google Shopping, NO. 068, None_financing, over-10, price:Under $200, rec-excl, Stepper, tech:digital monitor:Calorie+Count+Reps/Min+Time+Scan, under-200",,,,,TRUE,,#twisting-stair-stepper-step-machine-w/-resistance-bands-and-lcd-monitor,shopify,8998,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-steppers-twisting-stair-stepper-step-machine-resistance-bands-LCD-monitor-NO.068-01_600x.jpg?v=1585351372,,,
Total Body Bike,"2710, addfeatures:pulse monitor, arm-exercisers, bike-resistance-magnetic, bis-hidden, bis-paused, comf:inseam adjustment:Min 31/Max 36 in, comf:pedal type:self leveling w/ adjustable strap, comf:seat adjustment:up/down, comf:seat dimensions:10L x 12.5W x 2.5H in, comf:seat type:ergonomic, comf:transportation wheels:yes, conv:folded product dimensions:24.4L X 20.5W X 53H in, conv:product dimensions:30.5L x 20.5W x 47.5H in, conv:product weight:42.9 lb, conv:ship dimensions:46.5L x 8.9Wx17.3H in, conv:ship weight:47.3 lb, conv:warranty:3 year structural frame+180 days other parts and components, DISCO-OOS, engr:arm exercisers:yes, engr:drive mechanism:belt drive, engr:max user weight:265 lb, Exercise Bikes, Exercise Machine US, Google Shopping, max user weight range:250 lb - 299 lb, None_financing, over-10, price:$200 to $400, rec-excl, SF-B2710, tech:digital monitor:calories+distance+pulse+Speed+time, tech:pulse sensor:yes, tech:resistance levels:8",,,,,TRUE,,#total-body-bike,shopify,24799,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bike-total-body-bike-SF-B2710-01_600x.jpg?v=1646356763,,,
Magnetic Chain Drive Turbo Commercial Indoor Cycling Trainer Exercise Bike,"5150, addfeatures:clip-in pedals, bike-resistance-magnetic, cardio, chain-drive, Collection_Asuna, comf:bottle holder:yes, comf:handlebar adjustment:up/down, comf:inseam adjustment:Min 28 in/Max 40 in, comf:pedal type:clip-in/caged, comf:seat adjustment:up/down & forward/back, comf:seat dimensions:10.5L x 6.5W x 2.5H in, comf:seat to handlebar distance:Min 14.5 in/Max 20 in, comf:transportation wheels:yes, conv:product dimensions:48L x 23W x 49H in, conv:product weight:112 lb, conv:ship dimensions:45.5L x 11W x 37.25H in, conv:ship weight:123 lb, conv:warranty:5 year structural frame+180 days other parts and components, cross-sell:cadence-offer, cycling, engr:drive mechanism:chain drive, engr:emergency stop brake:yes, engr:floor stabilizers:yes, engr:max user weight:350 lb, engr:q-factor:160mm, engr:tension system:magnetic, Exercise Bikes, Exercise Machine US, features-spd-compatible-pedals, Financing, financing-eligible, flywheel weight range:30 lb – 39 lb, Google Shopping, LI-EOL, mat:s, max user weight range:350 lb - 399 lb, over-10, paymentplan:financing, PLP-bike, PLP-cardio-bike, PLP-home-cardio-equipment, price:Over $1000, tech:flywheel weight:37.5 lb, tech:resistance levels:micro-adjustable",,,,,TRUE,,#magnetic-chain-drive-turbo-commercial-indoor-cycling-trainer-exercise-bike,shopify,152999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-magnetic-chain-drive-turbo-commercial-indoor-cycling-trainer-5150-01_600x.jpg?v=1594103531,,,
Premium Chain Drive Commercial Indoor Cycling Trainer Exercise Bike,"bis-hidden, bis-paused, DISCO-OOS, rec-excl",,,,,TRUE,,#premium-chain-drive-commercial-indoor-cycling-trainer-exercise-bike,shopify,73999,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-bikes-premium-chain-drive-commercial-indoor-cycling-trainer-4100-02_600x.jpg?v=1599541270,,,
Auto Incline Treadmill,"7951, addfeatures:bluetooth, bis-hidden, bis-paused, comf:emergency stop brake:yes, comf:running surface:50L x 20W in, comf:shock absorption:yes, comf:transportation wheels:yes, conv:folded product dimensions:14W x 35L x 70H in, conv:product dimensions: 61.5L x 35W x 47.5H in, conv:product weight: 127 lb, conv:ship dimensions:74.2L x 37W x 10.2H in, conv:ship weight:149.8 lb, conv:warranty:3 year structural frame+180 days other parts and components, DISCO-OOS, engr:incline degrees:3°-7°, engr:incline levels:15, engr:incline percent:0-15%, engr:max user weight:265 lb, engr:motorized:yes, engr:peak dc hp:2.5 HP, engr:speed range:0.6 - 10MPH, Exercise Machine US, features-bluetooth, Google Shopping, incline-control-motorized, max user weight range:250 lb - 299 lb, None_financing, over-10, price:$800 to $1000, rec-excl, SF-T7951, tech:additional connections:Bluetooth+Speakers+USB Charger, tech:bluetooth:yes, tech:built-in programs:15, tech:device holder:yes, tech:digital monitor:Calories+Distance+Incline+Mode+Speed+Time, tech:quick incline button:3%+6%+9%, tech:quick speed button:3+6+9 MPH, treadmill, up-to-10-mph",,,,,TRUE,,#auto-incline-treadmill,shopify,99900,https://sunnyhealthfitness.com/cdn/shop/products/sunny-health-fitness-treadmills-auto-incline-treadmill-SF-T7951-02_600x.jpg?v=1606757779,,,
